"id","sender","message","date","geolat","geolon"
329528213015494656,"Timmy_Francisco","Dahil shineshade na ang boto, wala nang makakapagtry bumoto kay ""Wisely""","Wed May 01 17:30:22 CST 2013",14.7395743,120.9787382
329530985987334145,"marctheut","""@epalkabro: Wala nang mas kikilig pa sa mga katagang : Boto sayo si MAMA."" hahahaha solid","Wed May 01 17:41:24 CST 2013",14.5077428,121.0587817
329538468504010752,"kimberLEE_CHO","Nako nagvote buying si RJ echiverri! 500 din un! Album! Hahaha! Chos. Pera lng gusto ko.","Wed May 01 18:11:08 CST 2013",14.62767997,121.00478769
329544854537400320,"jmeemarnela","@ImArvinBoyon Arvin!! Boto sayo si mama pati si papa!! Hahaha kbye=)","Wed May 01 18:36:30 CST 2013",14.1822233,120.7972923
329545553899814912,"ellaaaiiine","@adrieee8 ehhh?! trapik naman yon! move move! before eleksyon! hahahaha","Wed May 01 18:39:17 CST 2013",15.27470205,120.56412526
329546084965834752,"ellaaaiiine","@adrieee8 eleksyon kasi. di ako papaalisin. hahaha! tska kelangan ng tito ko ung boto ko! hahahaha","Wed May 01 18:41:23 CST 2013",15.27468711,120.56408831
329547376064860164,"MarieAcademia","@iamSophiaaaaaa probably not thinking of Mother Earth, then after the election they would just throw them away.","Wed May 01 18:46:31 CST 2013",14.565847,121.1033047
329548598939381760,"SIOPAUlaaaaa","@Dixiieeee miss you tooooo! :)) sa long weekend tayo magkita! Before election! :) 10 or 11 I think! :)","Wed May 01 18:51:23 CST 2013",14.522,121.26431
329550856485740544,"juliotamondong","Hey bilhin niyo boto ko pleaseee!!","Wed May 01 19:00:21 CST 2013",14.61192392,120.99852167
329551213387456512,"JoyceOfGlobe","Gabay Halalan 2013 invites you to be a volunteer from now until May 14 for just 4 hours. :) http://t.co/WJxvZq5TPN","Wed May 01 19:01:46 CST 2013",14.5725612,121.050082
329551331683618816,"imSAMPOTZ","Botong Boto eh :D","Wed May 01 19:02:14 CST 2013",14.1971612,120.8738375
329551358690742272,"shaynamuniz","He's asking me if I want him to run next election. Why meeee??? :))","Wed May 01 19:02:21 CST 2013",14.1731671,121.2413578
329552226307694593,"akosiASA","For as long as we treat public position as a source of income and of power, our country will not have its turn-around success! #votewisely","Wed May 01 19:05:48 CST 2013",14.73292422,121.13339706
329553451350626306,"purpserene14","Home! Saya ng motorcade :D NOEL BUENAVENTURA for VICE MAYOR (@ Buenaventura Compound) http://t.co/uW8vGuGKpF","Wed May 01 19:10:40 CST 2013",14.87137963,121.00483838
329556052318248960,"clutchmartin","@cantriezist Iboto #69 Riez Valenzuela","Wed May 01 19:21:00 CST 2013",14.41151435,120.98101521
329556714225532928,"iammayaD","Election is near- my hubby is now busy - are you one of the politicians? ;))","Wed May 01 19:23:38 CST 2013",15.42833719,120.91987743
329558233687683073,"ErickaaaMae","'Mnalo mtalo, aq mismo mgttanggal ng banners at tarps na gnamit q sa campaign'- Sana ito pangako ng bwat plitiko. @TheMayorLIM @COMELEC","Wed May 01 19:29:40 CST 2013",14.55668,121.02212
329560109523021824,"imcelineabacan","madaya naman kaya di ko iboboto.. hahaha","Wed May 01 19:37:07 CST 2013",14.7317866,120.9611042
329561659003764736,"aileenpascua","Are you gonna vote for someone that's been ousted by the whole country??? #thoughtsinmyhead","Wed May 01 19:43:17 CST 2013",14.39298854,120.93989217
329562332499959808,"sossyrebel","@janeymontemayor anung red alert?","Wed May 01 19:45:57 CST 2013",14.51789,121.01905
329564820493959168,"pastor_ey","O.0 MT @Jimparedes: The 2 occasions when politicians pray like this: deathbeds perhaps and surely before elections http://t.co/iFnTjLCaAU","Wed May 01 19:55:50 CST 2013",14.6633,121.02088
329565113793277952,"IamCHKO","Now in San Pablo City. Let's see how exciting the elections here would be.","Wed May 01 19:57:00 CST 2013",14.07142065,121.3067277
329565783514574848,"evosieg","Give me back my mayorship!! (@ Dakasi ???) http://t.co/ped0D6kiSS","Wed May 01 19:59:40 CST 2013",14.41826317,121.04129076
329566275900682240,"dens0bill0s","I hope you've learned your lessons when you voted for a housewife who used her late husband's fame but eventually did NOTHING. Hwag na PO!!!","Wed May 01 20:01:37 CST 2013",14.5706,121.037
329567237088354306,"dens0bill0s","NO to puppet would-be-senators! It's enough that we had a puppet President.","Wed May 01 20:05:27 CST 2013",14.57058,121.0376
329573702494744576,"WaneVeluz","Ready na! #caucus #antipolo #fatface #election2013 #green @imeldadangpalma @bubbletine @charrize_yfc08… http://t.co/r7pr22wcF0","Wed May 01 20:31:08 CST 2013",14.6137694,121.1411061
329575135386431489,"caloyjaranilla","So far mas masarap si Chicken Charlie kaysa kay Bonchon! Mayor Approved!","Wed May 01 20:36:50 CST 2013",14.62569231,121.07015544
329575269050511360,"CallMeCodyBabe","VOTE FOR CODY http://t.co/clNfnbN49N","Wed May 01 20:37:22 CST 2013",14.5557275,121.0184623
329577857665871872,"YKDRC","OTW to Clamonte's compund. Andoon daw si Mayor Jay. :)","Wed May 01 20:47:39 CST 2013",15.4967892,120.96557944
329579712462602240,"rhanebeans","Ikaw na matalino, hahaha! Wagas! Try mo nga maging presidente. Iboboto kita! Hahaha! (Epal) hahahaha","Wed May 01 20:55:01 CST 2013",14.65913367,121.15030998
329579939437346816,"duey_guison","Sige boto ko si Nancy Binay at Risa Hontiveros para every senate session may showdown HAHAHA #Trollsohard","Wed May 01 20:55:55 CST 2013",14.48479214,121.00525515
329580263006949377,"ohohmarieee","with Angelo (@ Fresh Selections) http://t.co/XFRkSlFvpo","Wed May 01 20:57:12 CST 2013",14.64654743,121.05916596
329581325084422144,"sossyrebel","@janeymontemayor ah okies hahaha letse kala ko naman kun anu? Nu balita sa inuman nyo kahapon","Wed May 01 21:01:25 CST 2013",14.51789,121.0194
329583219370512385,"treshbotor","@Kaylaloooo @denisebotor wait! Sino tayo?? :) i'll ask my parents muna!! Birthday month naman eh. Hahaha. How about the girls?","Wed May 01 21:08:57 CST 2013",14.61593071,121.03937441
329584261600514048,"rhanebeans","@mchLEWL iboto nyo POE sya poe!!! Hahahahahhaha!! Epic talaga","Wed May 01 21:13:06 CST 2013",14.65919004,121.15034779
329584489598705665,"ilabsamMY","@triciawesomeee d yan pwede Kay Enrili XD ! Kay riza Hon. Patay Lahat ng Lamok Dahil sa ampay Nya ;) #voteWisely","Wed May 01 21:14:00 CST 2013",14.56259627,121.08820997
329585152311308288,"CyenLazam","“@adrianjepoy19: ^^, drawing kita @CyenLazam pwede ba? fhm nominee ka pala... hehehe, sige na nga, my vote is yours...:D” - sure! Thanks!","Wed May 01 21:16:38 CST 2013",14.43579778,120.88821734
329585186016735233,"shanapuad","@JamMayoralgo @piawurtzbach i miss you girls as in ??","Wed May 01 21:16:46 CST 2013",14.6285505,121.04390168
329586211092062208,"IAmCarlAlfred","Ok lang na kahit walang political poster sa bahay 
at least meron dito sa cp ko.oh,vote for this guy,@bamaquino http://t.co/ti3T6KsQa4","Wed May 01 21:20:50 CST 2013",14.4027993,121.0419285
329586569835057155,"treshbotor","@fayelebantino @Charmporado @popongski @leeesBEAn you guys wanna come with us nila @Kaylaloooo  @denisebotor were going to Bali!","Wed May 01 21:22:16 CST 2013",14.61586263,121.03932327
329586754380255232,"imaldrintanglao","@TheMayorLIM Hindi pa mayor. Tulungan moko. :(","Wed May 01 21:23:00 CST 2013",15.2356844,120.5688863
329587278538215424,"OhEmGIL","lamuyan friend! hahaha ""@kenokenokenoppi: Promise - the automated election always reminds me of pageants. Haha #BaklangBaklaLang:))""","Wed May 01 21:25:05 CST 2013",14.5796373,121.0516227
329587661213937666,"superjemeline","Vain senators with the deputy speaker :) #latepost #meeting @ adventist university of the philippines http://t.co/QiqG7KaTYC","Wed May 01 21:26:36 CST 2013",14.6664725,121.0028219
329590614486306817,"sossyrebel","@janeymontemayor cnu2 kau?","Wed May 01 21:38:20 CST 2013",14.51779,121.01926
329590766861164544,"CYNElanguage","Why do Filipinos need to vote?","Wed May 01 21:38:56 CST 2013",14.34865826,121.0540942
329591681781493760,"sossyrebel","@janeymontemayor dami hahaha","Wed May 01 21:42:35 CST 2013",14.51779,121.01926
329592294397341697,"maykjacinto","How about EK on May 12 (Sunday)?! Holiday naman kinabukasan (election).. Whatcha tink??? @ChuaJ8 @RommelOFFICIAL @sesachin","Wed May 01 21:45:01 CST 2013",14.63134947,120.99346619
329594001072205824,"Andre_SENTRO","""@NUSPhilippines: Na-LSS ako dito. Awesome jingle ni @teddycasino  http://t.co/u0Ff7DNxyd  #Teddy4Senator via @marielludtohan #TeddyDay""","Wed May 01 21:51:48 CST 2013",14.6812,120.9396705
329596500608962560,"marcdalma","#prosperitea #konsehal #scapenriquez #bacoorcity #elections #halalan2013 #chillin #palamig @ ProsperiTea http://t.co/LszP8FtYP7","Wed May 01 22:01:44 CST 2013",14.45467182,120.92693425
329597975460454400,"hypermyk_001","Chillin with the mayor (@ Globe Telecom MK2 w/ @paengalonzo) http://t.co/sQT8cfFfW2","Wed May 01 22:07:35 CST 2013",14.53869245,121.01984382
329598619734929408,"allisaanzures","@YumsNavalta Isa lang boboto ko. Si Chiz. ?","Wed May 01 22:10:09 CST 2013",14.05828,120.83505
329598699573506048,"Sam_LAcson","That Jack Enrile commercial is so irritating yet catchy. #election2013","Wed May 01 22:10:28 CST 2013",14.40298632,121.03135988
329599111928086529,"nicolelily26","@JervinMuyco nung nichat mo ko. Malamang kasi nagvote nako ulit kana.","Wed May 01 22:12:06 CST 2013",14.6996928,120.9642066
329600832544849920,"bbqribsmofos","@Doodelliee kitams kaya vote wisely. Kay amon, gaganda ang buhay.","Wed May 01 22:18:56 CST 2013",14.384201,120.9883084
329602455669194752,"treshbotor","@Kaylaloooo @fayelebantino @charmporado @popongski @leeesbean @denisebotor oww. Okayy. Ingat!!","Wed May 01 22:25:23 CST 2013",14.61586582,121.03931349
329606556234698752,"isla_elaine","#MotorCade #Campaign #DirekLino with #MayorLaniCayetano and #KrisAquino @ Taguig City http://t.co/PbOl5iHFej","Wed May 01 22:41:41 CST 2013",14.51169141,121.05860616
329606828478562304,"kiimramirez11","I'm at Zotomayor Residence http://t.co/gzdOj1e5eM","Wed May 01 22:42:46 CST 2013",14.26646565,121.39418346
329607077775429632,"Nicosalazar6","@ChlowCuizon vice mayor???  Dana mayor nako men! Hahaha","Wed May 01 22:43:45 CST 2013",15.14755917,120.60263824
329607448191193089,"Nicosalazar6","@LanceCollado @chlowcuizon ayy sorry yan pala ang totoong mayor hahahah ako vice lang! Hahah","Wed May 01 22:45:14 CST 2013",15.14755917,120.60263824
329607562968317955,"omansadie","Sa panahon ngayong eleksyon uso dagdag bawas! Kahit sa kwento uso rin ang dagdag bawas! Kaya pala nagkanda letche letche e tsk tsk","Wed May 01 22:45:41 CST 2013",14.37503152,121.05015758
329607867386703872,"Nicosalazar6","@ChlowCuizon @lancecollado vice lang ako hahaha yan ang mayor hahah","Wed May 01 22:46:54 CST 2013",15.14755917,120.60263824
329609762004140032,"Facts_Political","Ngayong eleksyon bawal ang over-size poster. #sumbongko","Wed May 01 22:54:25 CST 2013",14.6121792,121.0079217
329609898264518657,"Facts_Political","Ngayong eleksyon bawal ang poster sa pampublikong sasakyan. #sumbongko","Wed May 01 22:54:58 CST 2013",14.6121787,121.0079206
329610018699763712,"Facts_Political","Ngayong eleksyon bawal ang poster na nakakabit sa puno. #sumbongko","Wed May 01 22:55:26 CST 2013",14.6121787,121.0079206
329610095384227840,"Facts_Political","Ngayong eleksyin bawal ang pagbili ng boto. #sumbongko","Wed May 01 22:55:45 CST 2013",14.6121785,121.0079192
329611206241427457,"lutheraquino","Yesterday. Huwag iboto ang mga gahaman. #NotoApeco #NotoAngara @ Ortigas Center http://t.co/RPyIGIOAAE","Wed May 01 23:00:10 CST 2013",14.58656178,121.05793438
329615737348046848,"rjdicto","May ngrerequest p ng mano-mano s halalan.. Pwede ho ba, gusto ko umuwi ng maaga s halalan...","Wed May 01 23:18:10 CST 2013",14.37987,120.86785
329619570023362560,"treshbotor","@popongski hope nagustuhan mo yung mini surprise namin ni @denisebotor hihihi. Happy Birthday again baby!! ??????????","Wed May 01 23:33:24 CST 2013",14.61593188,121.03937485
329619626642259968,"TiwiSpateti","Sinech itey : inuutusan ang mga kung ano2ng agencies para sabihan ang mga empleyado na iboto siyang toooott :)) #bading","Wed May 01 23:33:37 CST 2013",15.52009728,120.61845492
329619636658253824,"treshbotor","@popongski @denisebotor youre welcome baby!!","Wed May 01 23:33:40 CST 2013",14.61587963,121.03932477
329619886504558592,"TiwiSpateti","Sinech itey : landslide daw sa pagkapanali... Sa kung nakakaboto ang mga pader :))))))) #whoyou","Wed May 01 23:34:39 CST 2013",15.52021986,120.6184497
329622901672255488,"JeeninhaReyes","""@mischh: ""@ABSCBNNews: Beware of fake money for vote-buying http://t.co/Lw3tOhOtpA"" Lols. Hahaha"" in the first place why buy vote? Hahah","Wed May 01 23:46:38 CST 2013",14.5496952,121.0101231
329623039035707393,"shaynamuniz","Elections, Calayan island getaway, Mae's birthday party... Bring it on, May! :))","Wed May 01 23:47:11 CST 2013",14.1757569,121.2404833
329623522794172416,"tintin_smg14","lets vote for #Pick your poison feel free to log on @ http://t.co/PB6CVUn6US @sponge_cola http://t.co/WcoCgz2c6q","Wed May 01 23:49:06 CST 2013",14.5276588,121.0128446
329624603418824705,"tintin_smg14","lets vote for #Pick Your Poison feel free to log on @MYXPHdotcom @sponge_cola http://t.co/uXyBaYqXWJ","Wed May 01 23:53:24 CST 2013",14.5276585,121.0128446
329627126850531329,"IdolDavidArchie","Good thing I'm not on my legal age yet, 'cause I would vote nobody if I was.","Thu May 02 00:03:25 CST 2013",14.58384277,121.11341134
329630312894173184,"smich3l","Need to regain my mayorship back! Lol. (@ Sanville Subdivision) http://t.co/I4g9bHtXDB","Thu May 02 00:16:05 CST 2013",14.66771305,121.05070977
329631374438961152,"shaynamuniz","@yuanpabloromero I agree! Eventhough he's from Cagayan, I won't vote for him.","Thu May 02 00:20:18 CST 2013",14.1753649,121.240568
329631402679230465,"jeromecostelo","Sa mga tumatakbo this election, kami po pagsisilbihan niyo, hindi kami ang mag sisilbi sainyo. :)","Thu May 02 00:20:25 CST 2013",14.63585604,121.02687713
329638112680636416,"preencess223","Vote for my wattpad stories:) ----> preences223 (Follow!)","Thu May 02 00:47:05 CST 2013",14.6439633,121.1214381
329639933583179776,"DynAntioquia","@mariantan13 @TheMayorLEM pinapatulog ka na. Pahinga na kc","Thu May 02 00:54:19 CST 2013",14.273091,120.8728543
329640832523173888,"DynAntioquia","@TheMayorLEM @mariantan13 haha. Di kami koreans.","Thu May 02 00:57:53 CST 2013",14.273091,120.8728543
329642960931139584,"DynAntioquia","@TheMayorLEM @mariantan13 wow. So you understand that. Galing. Haja","Thu May 02 01:06:21 CST 2013",14.2785278,120.8771166
329646545056186368,"DynAntioquia","@TheMayorLEM @plorens26 @mariantan13 pagaling :-)","Thu May 02 01:20:35 CST 2013",14.273091,120.8728543
329648315723558913,"muuhrelluuh","""@LouigyCrndng: ""@MisterBanatero: Botante na ba mga magulang mo ??
pakisabi naman na iboto nila ako PARA SAYO."" shet =))))""","Thu May 02 01:27:37 CST 2013",14.5707541,121.0638431
329648417427046400,"pattyshe_","“@MisterBanatero: Botante na ba mga magulang mo ??
pakisabi naman na iboto nila ako PARA SAYO.”","Thu May 02 01:28:01 CST 2013",14.70881926,121.13470937
329648740887564288,"caloyjaranilla","Suddenly awake at this hour. Damn this is too much and it's killing me. #overthinking #mayorproblems","Thu May 02 01:29:19 CST 2013",14.62689711,121.0708096
329650110835351552,"ChadMcburney1","Iboboto ko yung Politikong makakapagpa-AIRCON ng buong PILIPINAS!","Thu May 02 01:34:45 CST 2013",14.5656729,121.058472
329651211278090240,"HeraldBebis","""@TeamTeddyCasino MAY 2 is #TeddyDay! Blog, tweet, post: all out for @teddycasino! http://t.co/ZgALYt6BfB / #thevote2013 #PHvote""","Thu May 02 01:39:08 CST 2013",14.6457652,121.0630303
329655899755016192,"joysiy","Early meeting for #AngaraNgKabataangPinoy tom!Few days b4 election,I hope you've decided that @sonnyangara is YOUR senator too! Goodnight!:)","Thu May 02 01:57:45 CST 2013",14.58283,121.10947
329657217957638145,"Ahlenmadapaka","Botante na ba mga magulang mo ?? pakisabi naman na iboto nila ako PARA SAYO.""","Thu May 02 02:03:00 CST 2013",14.66314,121.06789
329661282687000576,"GraceFirmeza","Who won the best wacky face nurse? Our way to fight sleepy eyes on night duty :) Cast your votes now!… http://t.co/XnPMs8AKjv","Thu May 02 02:19:09 CST 2013",14.59751723,121.04558229
329680838130270210,"DenieyengTan","Bukod sa listahan ng lahat ng nilandi mo, gumawa din ng listahan ng mga kandidatong iyong napupusuan. #Eleksyon2013Tips","Thu May 02 03:36:51 CST 2013",15.1344334,120.9784941
329681009828323330,"DenieyengTan","Hindi porket pogi sa poster, iboboto mo na. Pinotoshop lang yan. #Eleksyon2013Tips","Thu May 02 03:37:32 CST 2013",15.1344334,120.9784941
329697571851341824,"antz","11 days to go, #useyourkokote  #halalan2013","Thu May 02 04:43:21 CST 2013",14.6761627,121.0238545
329716898705047552,"BernSanity","After 2 years kaya aq pa din #Mayor dito? Ahaha (@ Napico, Manggahan) http://t.co/TOgQcrNUkr","Thu May 02 06:00:09 CST 2013",14.5969402,121.09828456
329720220358959104,"imaypalalab14","Ngyn dadatng na May 13, 2013... Vote straight. Vote wisely. Pick your choice???????? ...#baliw #pila… http://t.co/HVnG1oTb9v","Thu May 02 06:13:21 CST 2013",14.5916666,120.97770631
329736384426414081,"noelleetheena","Mornings are great without the election jingles.","Thu May 02 07:17:34 CST 2013",14.5355749,121.0086193
329741326822305793,"hereisgone2003","So @loren_legarda declared her $700,000 Manhattan NY condo unit & Php200M Forbes Park house on her SALN #tapatdapat #dapattama #Eleksyon2013","Thu May 02 07:37:13 CST 2013",14.5730426,121.0940714
329741925907324928,"jhezelle","@krysta_028 sa botohan uwi tayo. stroll ulit taz tambay sa pantalan. hehe!","Thu May 02 07:39:36 CST 2013",14.6097243,120.9897297
329742236805918721,"paul_james26","Ang daming nagmamarunong. Kanya kanyang version sa issues at komento. Puede ba tumahimik nlng kung HINDI BOBOTO!!!","Thu May 02 07:40:50 CST 2013",14.57653587,121.0086351
329746238943674371,"misterjpmanahan","FYI: #juanvote Miting De Avance Tweetup scheduled for this Saturday at @CommunePH. Monitor hash tag for more details.","Thu May 02 07:56:44 CST 2013",14.57955129,121.05297706
329750291379535873,"arfyelle","@kyureeper lloyd cadena para po senador sa darating na mayo 13. Iboto po ai lloyd cadena :))))))","Thu May 02 08:12:50 CST 2013",15.0644552,120.6505689
329755563045036032,"unPXilated","Mayor ako dito.. lol (@ Humanity Village, Bagong Silangan) http://t.co/0cxGYmhNtA","Thu May 02 08:33:47 CST 2013",14.70064243,121.10802444
329756935970762752,"davidyusantos","Cant wait til the elections over","Thu May 02 08:39:14 CST 2013",14.5837789,121.050816
329771894343626752,"IamRoseannP","@KathnielVoters pde po mag apply?","Thu May 02 09:38:41 CST 2013",14.3671873,121.062017
329772180147671041,"IamRoseannP","@KathnielVoters ok cge po maya nalang pong hapon!","Thu May 02 09:39:49 CST 2013",14.3671863,121.0620156
329775918681825281,"keenesquivias","@sonnyangara Kuya Sonny, sana po ay manalo kayo. Nasa kodigo po kayo ni mommy ko. Pasensya na po kung di kita iboboto. Di pa po ako 18 eh =)","Thu May 02 09:54:40 CST 2013",14.6847267,121.0203923
329776252758159360,"Ngiaawww","Wala ang mayor! (@ Robinsons Equitable Tower w/ 5 others) http://t.co/xemCUWVXL4","Thu May 02 09:56:00 CST 2013",14.5896405,121.05999448
329777577797500929,"ixaviermendoza","Let's support @teddycasino for the upcoming election :) #teddycasino #senator","Thu May 02 10:01:16 CST 2013",14.6070567,120.9900893
329780411075026944,"ann_vocal","@sonnyangara @143redangelo sure ako iboboto ko sya.","Thu May 02 10:12:31 CST 2013",14.4817706,121.2269768
329781080142012417,"PrayingLantis",".:: sino ba ang dapat iboto? #Halalan2013","Thu May 02 10:15:11 CST 2013",14.6209256,121.050068
329781148626612224,"ann_vocal","Lapt n electi0n wla p rin maisip ivote kung d si @sonnyangara  mukhang magsingle vote ako....","Thu May 02 10:15:27 CST 2013",14.4817706,121.2269768
329782416325607424,"che_vamp","nagbrown-out! nagpapraktis para sa #election day?!","Thu May 02 10:20:29 CST 2013",14.6674075,120.9940569
329782498601091072,"pim666","And she quotes Fr. Ferriols! ""@rapplerdotcom: Hontiveros: I remember what my professor in college said: 'Lundagin mo beybe.' #PHvote""","Thu May 02 10:20:49 CST 2013",14.8667054,120.8120777
329785273707814914,"SIOPAUlaaaaa","@joseljoo @dixiieeee before election! Friday. Next week! :)","Thu May 02 10:31:51 CST 2013",14.60478,120.9938
329787960100798465,"gaspeumbac","In high school, Robin Williams was voted 'Least Likely to Succeed.'","Thu May 02 10:42:31 CST 2013",14.60543277,121.07893257
329788614802280448,"Dwengster","Want to verify your name in the COMELEC Voters' List? Install this app for both iOS and Android now. -… http://t.co/xnLbVmKlyg","Thu May 02 10:45:07 CST 2013",14.44598441,120.98874897
329792457510354944,"sweetkathful","@Tmanget oo daw kaso after election na. Haha. Tagal amo. Excited pa naman ako.","Thu May 02 11:00:23 CST 2013",15.0129574,120.7044068
329793168088395778,"JerJerryl","@ohshizzitsjha @Jhaenenee Di pa sure yung venue. May botohan kaya group. Visit visit din :))","Thu May 02 11:03:13 CST 2013",14.6215718,121.0684981
329794642600136705,"iLovEiLeR","Got my Precinct Assignment. Ready to cast my vote on May 13 Election. Thank you, Comelec! @ Tomas… http://t.co/ptk7a81LIJ","Thu May 02 11:09:04 CST 2013",14.58752389,121.01843867
329796821058719744,"kateannrose","""@NgaNgaDre: Yung mga kandidatong pakornyhan ng jingle. Wag iboto yang mga yan!""","Thu May 02 11:17:44 CST 2013",14.5637075,121.208173
329797924840144897,"dalekins","#Catalyst with @mayorpiealvarez @iamsuperbianca and Global Shapers Community! @ Ramon Magsaysay Center http://t.co/KUpbAoHJUP","Thu May 02 11:22:07 CST 2013",14.57193323,120.98245382
329800473668358145,"AmSwankyElmer","@iamrenwar @imArifia yan ang dapat. Haha iboto si warren. Haha","Thu May 02 11:32:14 CST 2013",14.55760452,121.03326215
329800651100012544,"dalekins","At #Catalyst Revolution event with @mayorpiealvarez #BelieveInChange @ Ramon Magsaysay Center http://t.co/J2S6gDr2Rv","Thu May 02 11:32:57 CST 2013",14.57193323,120.98245382
329801140382351360,"AmSwankyElmer","@imArifia @iamrenwar for senator na daw siya. Haha","Thu May 02 11:34:53 CST 2013",14.5582253,121.0340973
329803488706039808,"NiClalala03","Time is running out! Vote for @AngieAI12 call 18664365701 or 05 you can also vote online or text vote.""","Thu May 02 11:44:13 CST 2013",14.0985084,121.1693435
329803567374413826,"rain122384","Last Night w/ The Queen Of All Media @krisaquino214 at Taguig.
Vote for congressman @linocayetano @… http://t.co/i4pynnJYDE","Thu May 02 11:44:32 CST 2013",14.54918127,121.02470831
329804173203886081,"piapie20","nagprapractice ang brownout ngayun...botohan na kasi, malapit na ang dayaan ???? #lokohinnyosarilinyo","Thu May 02 11:46:57 CST 2013",14.75554999,121.04803493
329805169699192832,"raintan287","THEN VOTE! @ Balai Sadyaya Resort http://t.co/LPv3IAu6ky","Thu May 02 11:50:54 CST 2013",13.96853205,121.53423786
329807331984564225,"JVillafuerte11","Malapit na eleksyon.","Thu May 02 11:59:30 CST 2013",14.82788489,120.87620373
329812721178664960,"qwerm_","Everyone, please vote for @AustinMahone to Prom King 2013 http://t.co/hHyHYeRZbn","Thu May 02 12:20:55 CST 2013",14.6712453,120.9345307
329819990842810369,"benjie_bautista","Can't wait for this election to end. Those campaign jingles and commercials are so plain stupid!","Thu May 02 12:49:48 CST 2013",14.6607825,121.0294977
